GWAS	cM_threshold	cluster	CHR	bp_start	bp_stop	cM_start	cM_stop	nSNPs_in_cluster
PSP_Hoglinger	0.03	3	17	42259087	42259087	68.0943312703947	68.0943312703947	1
PSP_Hoglinger	0.03	4	17	42665225	42717206	68.2389332279465	68.257027061115	3
PSP_Hoglinger	0.03	5	17	42922909	42922909	68.4097192859004	68.4097192859004	1
PSP_Hoglinger	0.03	6	17	42955679	43030420	68.4701875836975	68.4879622783315	5
PSP_Hoglinger	0.03	7	17	43058251	43223550	68.5325429517342	68.5425452164392	13
PSP_Hoglinger	0.03	8	17	43335235	43485075	68.6542302164392	68.7203183076808	5
PSP_Hoglinger	0.03	9	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.04	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.04	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.04	3	17	42259087	42259087	68.0943312703947	68.0943312703947	1
PSP_Hoglinger	0.04	4	17	42665225	42717206	68.2389332279465	68.257027061115	3
PSP_Hoglinger	0.04	5	17	42922909	42922909	68.4097192859004	68.4097192859004	1
PSP_Hoglinger	0.04	6	17	42955679	43030420	68.4701875836975	68.4879622783315	5
PSP_Hoglinger	0.04	7	17	43058251	43223550	68.5325429517342	68.5425452164392	13
PSP_Hoglinger	0.04	8	17	43335235	43485075	68.6542302164392	68.7203183076808	5
PSP_Hoglinger	0.04	9	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.05	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.05	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.05	3	17	42259087	42259087	68.0943312703947	68.0943312703947	1
PSP_Hoglinger	0.05	4	17	42665225	42717206	68.2389332279465	68.257027061115	3
PSP_Hoglinger	0.05	5	17	42922909	42922909	68.4097192859004	68.4097192859004	1
PSP_Hoglinger	0.05	6	17	42955679	43223550	68.4701875836975	68.5425452164392	18
PSP_Hoglinger	0.05	7	17	43335235	43485075	68.6542302164392	68.7203183076808	5
PSP_Hoglinger	0.05	8	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.06	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.06	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.06	3	17	42259087	42259087	68.0943312703947	68.0943312703947	1
PSP_Hoglinger	0.06	4	17	42665225	42717206	68.2389332279465	68.257027061115	3
PSP_Hoglinger	0.06	5	17	42922909	42922909	68.4097192859004	68.4097192859004	1
PSP_Hoglinger	0.06	6	17	42955679	43223550	68.4701875836975	68.5425452164392	18
PSP_Hoglinger	0.06	7	17	43335235	43485075	68.6542302164392	68.7203183076808	5
PSP_Hoglinger	0.06	8	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.07	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.07	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.07	3	17	42259087	42259087	68.0943312703947	68.0943312703947	1
PSP_Hoglinger	0.07	4	17	42665225	42717206	68.2389332279465	68.257027061115	3
PSP_Hoglinger	0.07	5	17	42922909	43223550	68.4097192859004	68.5425452164392	19
PSP_Hoglinger	0.07	6	17	43335235	43485075	68.6542302164392	68.7203183076808	5
PSP_Hoglinger	0.07	7	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.08	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.08	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.08	3	17	42259087	42259087	68.0943312703947	68.0943312703947	1
PSP_Hoglinger	0.08	4	17	42665225	42717206	68.2389332279465	68.257027061115	3
PSP_Hoglinger	0.08	5	17	42922909	43223550	68.4097192859004	68.5425452164392	19
PSP_Hoglinger	0.08	6	17	43335235	43485075	68.6542302164392	68.7203183076808	5
PSP_Hoglinger	0.08	7	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.09	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.09	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.09	3	17	42259087	42259087	68.0943312703947	68.0943312703947	1
PSP_Hoglinger	0.09	4	17	42665225	42717206	68.2389332279465	68.257027061115	3
PSP_Hoglinger	0.09	5	17	42922909	43223550	68.4097192859004	68.5425452164392	19
PSP_Hoglinger	0.09	6	17	43335235	43485075	68.6542302164392	68.7203183076808	5
PSP_Hoglinger	0.09	7	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.1	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.1	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.1	3	17	42259087	42259087	68.0943312703947	68.0943312703947	1
PSP_Hoglinger	0.1	4	17	42665225	42717206	68.2389332279465	68.257027061115	3
PSP_Hoglinger	0.1	5	17	42922909	43223550	68.4097192859004	68.5425452164392	19
PSP_Hoglinger	0.1	6	17	43335235	43485075	68.6542302164392	68.7203183076808	5
PSP_Hoglinger	0.1	7	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.11	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.11	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.11	3	17	42259087	42259087	68.0943312703947	68.0943312703947	1
PSP_Hoglinger	0.11	4	17	42665225	42717206	68.2389332279465	68.257027061115	3
PSP_Hoglinger	0.11	5	17	42922909	43223550	68.4097192859004	68.5425452164392	19
PSP_Hoglinger	0.11	6	17	43335235	43485075	68.6542302164392	68.7203183076808	5
PSP_Hoglinger	0.11	7	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.12	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.12	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.12	3	17	42259087	42259087	68.0943312703947	68.0943312703947	1
PSP_Hoglinger	0.12	4	17	42665225	42717206	68.2389332279465	68.257027061115	3
PSP_Hoglinger	0.12	5	17	42922909	43485075	68.4097192859004	68.7203183076808	24
PSP_Hoglinger	0.12	6	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.13	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.13	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.13	3	17	42259087	42259087	68.0943312703947	68.0943312703947	1
PSP_Hoglinger	0.13	4	17	42665225	42717206	68.2389332279465	68.257027061115	3
PSP_Hoglinger	0.13	5	17	42922909	43485075	68.4097192859004	68.7203183076808	24
PSP_Hoglinger	0.13	6	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.14	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.14	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.14	3	17	42259087	42259087	68.0943312703947	68.0943312703947	1
PSP_Hoglinger	0.14	4	17	42665225	42717206	68.2389332279465	68.257027061115	3
PSP_Hoglinger	0.14	5	17	42922909	43485075	68.4097192859004	68.7203183076808	24
PSP_Hoglinger	0.14	6	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.15	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.15	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.15	3	17	42259087	42717206	68.0943312703947	68.257027061115	4
PSP_Hoglinger	0.15	4	17	42922909	43485075	68.4097192859004	68.7203183076808	24
PSP_Hoglinger	0.15	5	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.16	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.16	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.16	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.16	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.17	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.17	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.17	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.17	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.18	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.18	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.18	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.18	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.19	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.19	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.19	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.19	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.2	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.2	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.2	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.2	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.21	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.21	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.21	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.21	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.22	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.22	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.22	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.22	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.23	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.23	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.23	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.23	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.24	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.24	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.24	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.24	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.25	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.25	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.25	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.25	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.26	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.26	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.26	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.26	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.27	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.27	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.27	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.27	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.28	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.28	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.28	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.28	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.29	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.29	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.29	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.29	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.3	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.3	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.3	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.3	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.31	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.31	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.31	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.31	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.32	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.32	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.32	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.32	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.33	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.33	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.33	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.33	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.34	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.34	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.34	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.34	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.35	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.35	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.35	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.35	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.36	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.36	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.36	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.36	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.37	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.37	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.37	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.37	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.38	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.38	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.38	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.38	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.39	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.39	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.39	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.39	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.4	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.4	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.4	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.4	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.41	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.41	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.41	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.41	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.42	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.42	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.42	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.42	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.43	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.43	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.43	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.43	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.44	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.44	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.44	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.44	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.45	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.45	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.45	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.45	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.46	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.46	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.46	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.46	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.47	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.47	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.47	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.47	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.48	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.48	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.48	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.48	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.49	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.49	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.49	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.49	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.5	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.5	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.5	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.5	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.51	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.51	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.51	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.51	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.52	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.52	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.52	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.52	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.53	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.53	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.53	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.53	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.54	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.54	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.54	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.54	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.55	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.55	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.55	3	17	42259087	43485075	68.0943312703947	68.7203183076808	28
PSP_Hoglinger	0.55	4	17	44068018	44143231	69.2734761779914	69.2952988943509	4
PSP_Hoglinger	0.56	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.56	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.56	3	17	42259087	44143231	68.0943312703947	69.2952988943509	32
PSP_Hoglinger	0.57	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.57	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.57	3	17	42259087	44143231	68.0943312703947	69.2952988943509	32
PSP_Hoglinger	0.58	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.58	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.58	3	17	42259087	44143231	68.0943312703947	69.2952988943509	32
PSP_Hoglinger	0.59	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.59	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.59	3	17	42259087	44143231	68.0943312703947	69.2952988943509	32
PSP_Hoglinger	0.6	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.6	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.6	3	17	42259087	44143231	68.0943312703947	69.2952988943509	32
PSP_Hoglinger	0.61	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.61	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.61	3	17	42259087	44143231	68.0943312703947	69.2952988943509	32
PSP_Hoglinger	0.62	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.62	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.62	3	17	42259087	44143231	68.0943312703947	69.2952988943509	32
PSP_Hoglinger	0.63	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.63	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.63	3	17	42259087	44143231	68.0943312703947	69.2952988943509	32
PSP_Hoglinger	0.64	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.64	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.64	3	17	42259087	44143231	68.0943312703947	69.2952988943509	32
PSP_Hoglinger	0.65	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.65	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.65	3	17	42259087	44143231	68.0943312703947	69.2952988943509	32
PSP_Hoglinger	0.66	1	1	179259770	179259770	196.016565393594	196.016565393594	1
PSP_Hoglinger	0.66	2	7	12038034	12038034	22.3145494248988	22.3145494248988	1
PSP_Hoglinger	0.66	3	17	42259087	44143231	68.0943312703947	69.2952988943509	32
PSP_Hoglinger	0.67	1	1	179259770	179259770	196.016565393594	196.016565393594	1
